State,Zip,County,Primary City,MFG Rep,fips_code
MN,56111,Jackson County,Alpha,Northstar Sales Associates,27063
MN,55007,Kanabec County,Brook Park,Northstar Sales Associates,27065
MN,56201,Kandiyohi County,Willmar,Northstar Sales Associates,27067
MN,56720,Kittson County,Donaldson,Northstar Sales Associates,27069
MN,55772,Koochiching County,Nett Lake,Northstar Sales Associates,27071
MN,56212,Lac qui Parle County,Bellingham,Northstar Sales Associates,27073
MN,55601,Lake County,Beaver Bay,Northstar Sales Associates,27075
MN,56623,Lake of the Woods County,Baudette,Northstar Sales Associates,27077
MN,56017,Le Sueur County,Cleveland,Northstar Sales Associates,27079
MN,56113,Lincoln County,Arco,Northstar Sales Associates,27081
MN,56115,Lyon County,Balaton,Northstar Sales Associates,27083
MN,56516,Mahnomen County,Bejou,Northstar Sales Associates,27087
MN,56710,Marshall County,Alvarado,Northstar Sales Associates,27089
MN,56031,Martin County,Fairmont,Northstar Sales Associates,27091
MN,55312,McLeod County,Brownton,Northstar Sales Associates,27085
MN,55324,Meeker County,Darwin,Northstar Sales Associates,27093
MN,55371,Mille Lacs County,Princeton,Northstar Sales Associates,27095
MN,56314,Morrison County,Bowlus,Northstar Sales Associates,27097
MN,55909,Mower County,Adams,Northstar Sales Associates,27099
MN,56114,Murray County,Avoca,Northstar Sales Associates,27101
MN,56003,Nicollet County,Mankato,Northstar Sales Associates,27103
MN,56110,Nobles County,Adrian,Northstar Sales Associates,27105
MN,56510,Norman County,Ada,Northstar Sales Associates,27107
MN,55901,Olmsted County,Rochester,Northstar Sales Associates,27109
MN,56324,Otter Tail County,Dalton,Northstar Sales Associates,27111
MN,56701,Pennington County,Thief River Falls,Northstar Sales Associates,27113
MN,55030,Pine County,Grasston,Northstar Sales Associates,27115
MN,56128,Pipestone County,Edgerton,Northstar Sales Associates,27117
MN,56517,Polk County,Beltrami,Northstar Sales Associates,27119
MN,56323,Pope County,Cyrus,Northstar Sales Associates,27121
MN,55101,Ramsey County,Saint Paul,Northstar Sales Associates,27123
MN,56715,Red Lake County,Brooks,Northstar Sales Associates,27125
MN,56083,Redwood County,Sanborn,Northstar Sales Associates,27127
MN,55310,Renville County,Bird Island,Northstar Sales Associates,27129
MN,55019,Rice County,Dundas,Northstar Sales Associates,27131
MN,56116,Rock County,Beaver Creek,Northstar Sales Associates,27133
MN,56673,Roseau County,Roosevelt,Northstar Sales Associates,27135
MN,55020,Scott County,Elko New Market,Northstar Sales Associates,27139
MN,55308,Sherburne County,Becker,Northstar Sales Associates,27141
MN,55307,Sibley County,Arlington,Northstar Sales Associates,27143
MN,55701,Saint Louis County,Adolph,Northstar Sales Associates,27137
MN,55602,St. Louis County,Brimson,Northstar Sales Associates,27137
MN,55353,Stearns County,Kimball,Northstar Sales Associates,27145
MN,55049,Steele County,Medford,Northstar Sales Associates,27147
MN,56207,Stevens County,Alberta,Northstar Sales Associates,27149
MN,56208,Swift County,Appleton,Northstar Sales Associates,27151
MN,56318,Todd County,Burtrum,Northstar Sales Associates,27153
MN,56219,Traverse County,Browns Valley,Northstar Sales Associates,27155
MN,55041,Wabasha County,Lake City,Northstar Sales Associates,27157
MN,56464,Wadena County,Menahga,Northstar Sales Associates,27159
MN,56048,Waseca County,Janesville,Northstar Sales Associates,27161
MN,55001,Washington County,Afton,Northstar Sales Associates,27163
MN,56022,Watonwan County,Darfur,Northstar Sales Associates,27165
MN,56520,Wilkin County,Breckenridge,Northstar Sales Associates,27167
MN,55910,Winona County,Altura,Northstar Sales Associates,27169
MN,55301,Wright County,Albertville,Northstar Sales Associates,27171
MN,56220,Yellow Medicine County,Canby,Northstar Sales Associates,27173
MO,63501,Adair County,Kirksville,GIE Ltd.,29001
MO,64421,Andrew County,Amazonia,GIE Ltd.,29003
MO,64446,Atchison County,Fairfax,GIE Ltd.,29005
MO,63345,Audrain County,Farber,GIE Ltd.,29007
MO,64874,Barry County,Wheaton,GIE Ltd.,29009
MO,64748,Barton County,Golden City,GIE Ltd.,29011
MO,64720,Bates County,Adrian,GIE Ltd.,29013
MO,65325,Benton County,Cole Camp,GIE Ltd.,29015
MO,63662,Bollinger County,Patton,GIE Ltd.,29017
MO,65010,Boone County,Ashland,GIE Ltd.,29019
MO,64401,Buchanan County,Agency,GIE Ltd.,29021
MO,63901,Butler County,Poplar Bluff,GIE Ltd.,29023
MO,64624,Caldwell County,Braymer,GIE Ltd.,29025
MO,63388,Callaway County,Williamsburg,GIE Ltd.,29027
MO,65020,Camden County,Camdenton,GIE Ltd.,29029
MO,63701,Cape Girardeau County,Cape Girardeau,GIE Ltd.,29031
MO,64622,Carroll County,Bogard,GIE Ltd.,29033
MO,63937,Carter County,Ellsinore,GIE Ltd.,29035
MO,64012,Cass County,Belton,GIE Ltd.,29037
MO,64744,Cedar County,El Dorado Springs,GIE Ltd.,29039
MO,64660,Chariton County,Mendon,GIE Ltd.,29041
MO,65610,Christian County,Billings,GIE Ltd.,29043
MO,63430,Clark County,Alexandria,GIE Ltd.,29045
MO,64024,Clay County,Excelsior Springs,GIE Ltd.,29047
MO,64429,Clinton County,Cameron,GIE Ltd.,29049
MO,65023,Cole County,Centertown,GIE Ltd.,29051
MO,65068,Cooper County,Prairie Home,GIE Ltd.,29053
MO,65441,Crawford County,Bourbon,GIE Ltd.,29055
MO,65603,Dade County,Arcola,GIE Ltd.,29057
MO,65590,Dallas County,Long Lane,GIE Ltd.,29059
MO,64620,Daviess County,Altamont,GIE Ltd.,29061
MO,64422,DeKalb County,Amity,GIE Ltd.,29063
MO,65440,Dent County,Boss,GIE Ltd.,29065
MO,65608,Douglas County,Ava,GIE Ltd.,29067
MO,63821,Dunklin County,Arbyrd,GIE Ltd.,29069
MO,63013,Franklin County,Beaufort,GIE Ltd.,29071
MO,63091,Gasconade County,Rosebud,GIE Ltd.,29073
MO,64402,Gentry County,Albany,GIE Ltd.,29075
MO,65604,Greene County,Ash Grove,GIE Ltd.,29077
MO,64641,Grundy County,Galt,GIE Ltd.,29079
MO,64424,Harrison County,Bethany,GIE Ltd.,29081
MO,64726,Henry County,Blairstown,GIE Ltd.,29083
MO,65634,Hickory County,Cross Timbers,GIE Ltd.,29085
MO,64437,Holt County,Craig,GIE Ltd.,29087
MO,65230,Howard County,Armstrong,GIE Ltd.,29089
MO,65548,Howell County,Mountain View,GIE Ltd.,29091
MO,63620,Iron County,Annapolis,GIE Ltd.,29093
MO,64002,Jackson County,Lees Summit,GIE Ltd.,29095
MO,64755,Jasper County,Jasper,GIE Ltd.,29097
MO,63010,Jefferson County,Arnold,GIE Ltd.,29099
MO,64019,Johnson County,Centerview,GIE Ltd.,29101
MO,63446,Knox County,Knox City,GIE Ltd.,29103
MO,65463,Laclede County,Eldridge,GIE Ltd.,29105
MO,64001,Lafayette County,Alma,GIE Ltd.,29107
MO,64848,Lawrence County,La Russell,GIE Ltd.,29109
MO,63435,Lewis County,Canton,GIE Ltd.,29111
MO,63343,Lincoln County,Elsberry,GIE Ltd.,29113
MO,63557,Linn County,New Boston,GIE Ltd.,29115
MO,64601,Livingston County,Chillicothe,GIE Ltd.,29117
MO,63431,Macon County,Anabel,GIE Ltd.,29121
MO,63645,Madison County,Fredericktown,GIE Ltd.,29123
MO,65013,Maries County,Belle,GIE Ltd.,29125
MO,63401,Marion County,Hannibal,GIE Ltd.,29127
MO,64831,McDonald County,Anderson,GIE Ltd.,29119
MO,64661,Mercer County,Mercer,GIE Ltd.,29129
MO,65017,Miller County,Brumley,GIE Ltd.,29131
MO,63820,Mississippi County,Anniston,GIE Ltd.,29133
MO,65018,Moniteau County,California,GIE Ltd.,29135
MO,63456,Monroe County,Monroe City,GIE Ltd.,29137
MO,63333,Montgomery County,Bellflower,GIE Ltd.,29139
MO,65011,Morgan County,Barnett,GIE Ltd.,29141
MO,63828,New Madrid County,Canalou,GIE Ltd.,29143
MO,64840,Newton County,Diamond,GIE Ltd.,29145
MO,64423,Nodaway County,Barnard,GIE Ltd.,29147
MO,65606,Oregon County,Alton,GIE Ltd.,29149
MO,65001,Osage County,Argyle,GIE Ltd.,29151
MO,65609,Ozark County,Bakersfield,GIE Ltd.,29153
MO,63826,Pemiscot County,Braggadocio,GIE Ltd.,29155
MO,63732,Perry County,Altenburg,GIE Ltd.,29157
MO,65301,Pettis County,Sedalia,GIE Ltd.,29159
MO,65401,Phelps County,Rolla,GIE Ltd.,29161
MO,63330,Pike County,Annada,GIE Ltd.,29163
MO,64018,Platte County,Camden Point,GIE Ltd.,29165
MO,65601,Polk County,Aldrich,GIE Ltd.,29167
MO,65452,Pulaski County,Crocker,GIE Ltd.,29169
MO,63551,Putnam County,Livonia,GIE Ltd.,29171
MO,63436,Ralls County,Center,GIE Ltd.,29173
MO,65239,Randolph County,Cairo,GIE Ltd.,29175
MO,64017,Ray County,Camden,GIE Ltd.,29177
MO,63625,Reynolds County,Black,GIE Ltd.,29179
MO,63931,Ripley County,Briar,GIE Ltd.,29181
MO,65320,Saline County,Arrow Rock,GIE Ltd.,29195
MO,63535,Schuyler County,Coatsville,GIE Ltd.,29197
MO,63432,Scotland County,Arbela,GIE Ltd.,29199
MO,63736,Scott County,Benton,GIE Ltd.,29201
MO,65438,Shannon County,Birch Tree,GIE Ltd.,29203
MO,63434,Shelby County,Bethel,GIE Ltd.,29205
MO,63651,St Francois County,Knob Lick,GIE Ltd.,29187
MO,63145,St Louis County,Saint Louis,GIE Ltd.,29189
MO,63301,Saint Charles County,Saint Charles,GIE Ltd.,29183
MO,64724,Saint Clair County,Appleton City,GIE Ltd.,29185
MO,63036,Saint Francois County,French Village,GIE Ltd.,29187
MO,63101,St. Louis city,Saint Louis,GIE Ltd.,29510
MO,63001,St. Louis County,Allenton,GIE Ltd.,29189
MO,63627,Sainte Genevieve County,Bloomsdale,GIE Ltd.,29186
MO,63730,Stoddard County,Advance,GIE Ltd.,29207
MO,65611,Stone County,Blue Eye,GIE Ltd.,29209
MO,63544,Sullivan County,Green Castle,GIE Ltd.,29211
MO,65614,Taney County,Bradleyville,GIE Ltd.,29213
MO,65444,Texas County,Bucyrus,GIE Ltd.,29215
MO,64728,Vernon County,Bronaugh,GIE Ltd.,29217
MO,63342,Warren County,Dutzow,GIE Ltd.,29219
MO,63030,Washington County,Fletcher,GIE Ltd.,29221
MO,63632,Wayne County,Cascade,GIE Ltd.,29223
MO,65636,Webster County,Diggins,GIE Ltd.,29225
MO,64420,Worth County,Allendale,GIE Ltd.,29227
MO,65660,Wright County,Graff,GIE Ltd.,29229
MO,64162,,Kansas City,GIE Ltd.,29095
MS,39120,Adams County,Natchez,Open Air Products,28001
MS,38834,Alcorn County,Corinth,Open Air Products,28003
MS,39638,Amite County,Gloster,Open Air Products,28005
MS,39067,Attala County,Ethel,Open Air Products,28007
MS,38603,Benton County,Ashland,Open Air Products,28009
MS,38702,Bolivar County,Greenville,Open Air Products,28011
MS,38839,Calhoun County,Derma,Open Air Products,28013
MS,38917,Carroll County,Carrollton,Open Air Products,28015
MS,38850,Chickasaw County,Houlka,Open Air Products,28017
MS,39735,Choctaw County,Ackerman,Open Air Products,28019
MS,39086,Claiborne County,Hermanville,Open Air Products,28021
MS,39330,Clarke County,Enterprise,Open Air Products,28023
MS,39741,Clay County,Cedarbluff,Open Air Products,28025
MS,38614,Coahoma County,Clarksdale,Open Air Products,28027
MS,39059,Copiah County,Crystal Springs,Open Air Products,28029
MS,39119,Covington County,Mount Olive,Open Air Products,28031
MS,38632,DeSoto County,Hernando,Open Air Products,28033
MS,39401,Forrest County,Hattiesburg,Open Air Products,28035
MS,39630,Franklin County,Bude,Open Air Products,28037
MS,39452,George County,Lucedale,Open Air Products,28039
MS,39451,Greene County,Leakesville,Open Air Products,28041
MS,38901,Grenada County,Grenada,Open Air Products,28043
MS,39520,Hancock County,Bay Saint Louis,Open Air Products,28045
MS,39501,Harrison County,Gulfport,Open Air Products,28047
MS,39041,Hinds County,Bolton,Open Air Products,28049
MS,38924,Holmes County,Cruger,Open Air Products,28051
MS,38754,Humphreys County,Isola,Open Air Products,28053
MS,38704,Issaquena County,Greenville,Open Air Products,28055
MS,38843,Itawamba County,Fulton,Open Air Products,28057
MS,39552,Jackson County,Escatawpa,Open Air Products,28059
MS,39338,Jasper County,Louin,Open Air Products,28061
MS,39069,Jefferson County,Fayette,Open Air Products,28063
MS,39421,Jefferson Davis County,Bassfield,Open Air Products,28065
MS,39436,Jones County,Eastabuchie,Open Air Products,28067
MS,39328,Kemper County,De Kalb,Open Air Products,28069
MS,38601,Lafayette County,Abbeville,Open Air Products,28071
MS,39402,Lamar County,Hattiesburg,Open Air Products,28073
MS,39301,Lauderdale County,Meridian,Open Air Products,28075
MS,39140,Lawrence County,Newhebron,Open Air Products,28077
MS,39051,Leake County,Carthage,Open Air Products,28079
MS,38801,Lee County,Tupelo,Open Air Products,28081
MS,38930,Leflore County,Greenwood,Open Air Products,28083
MS,39601,Lincoln County,Brookhaven,Open Air Products,28085
MS,39701,Lowndes County,Columbus,Open Air Products,28087
MS,39045,Madison County,Camden,Open Air Products,28089
MS,39429,Marion County,Columbia,Open Air Products,28091
MS,38611,Marshall County,Byhalia,Open Air Products,28093
MS,38821,Monroe County,Amory,Open Air Products,28095
MS,38925,Montgomery County,Duck Hill,Open Air Products,28097
MS,39350,Neshoba County,Philadelphia,Open Air Products,28099
MS,39057,Newton County,Conehatta,Open Air Products,28101
MS,39341,Noxubee County,Macon,Open Air Products,28103
MS,39759,Oktibbeha County,Starkville,Open Air Products,28105
MS,38606,Panola County,Batesville,Open Air Products,28107
MS,39426,Pearl River County,Carriere,Open Air Products,28109
MS,39423,Perry County,Beaumont,Open Air Products,28111
MS,39632,Pike County,Chatawa,Open Air Products,28113
MS,38820,Pontotoc County,Algoma,Open Air Products,28115
MS,38824,Prentiss County,Baldwyn,Open Air Products,28117
MS,38609,Quitman County,Marks,Open Air Products,28119
MS,39042,Rankin County,Brandon,Open Air Products,28121
MS,39074,Scott County,Forest,Open Air Products,28123
MS,38721,Sharkey County,Anguilla,Open Air Products,28125
MS,39044,Simpson County,Braxton,Open Air Products,28127
MS,39116,Smith County,Mize,Open Air Products,28129
MS,39561,Stone County,Mc Henry,Open Air Products,28131
MS,38736,Sunflower County,Doddsville,Open Air Products,28133
MS,38920,Tallahatchie County,Cascilla,Open Air Products,28135
MS,38602,Tate County,Arkabutla,Open Air Products,28137
MS,38610,Tippah County,Blue Mountain,Open Air Products,28139
MS,38827,Tishomingo County,Belmont,Open Air Products,28141
MS,38626,Tunica County,Dundee,Open Air Products,28143
MS,38627,Union County,Etta,Open Air Products,28145
MS,39667,Walthall County,Tylertown,Open Air Products,28147
MS,39156,Warren County,Redwood,Open Air Products,28149
